['1', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1995******', '*********', '*************', 'naver.com', '무교']
=> ['2420', '이서희', '여성', '155.4', '53.3', 'B형', '1974-02-27', '3679-1745', 'ab4q5r3t60q', 'gmail.com', '기독교']: 1.1665

['5376', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1994******', '*********', '*************', 'daum.net', '기독교']
=> ['3444', '류진훈', '남성', '166.5', '62.2', 'O형', '1990-02-23', '6476-2872', 'mldbr65uz8vj9', 'daum.net', '기독교']: 1.1924
=> ['109', '권용지', '남성', '162.4', '60.1', 'O형', '1980-03-31', '5092-0324', 'cb5s9jt29xd', 'daum.net', '기독교']: 1.1908
=> ['5376', '이협훈', '남성', '168.4', '67.4', 'O형', '1994-12-10', '5615-7459', 'bkr0qsxycg5hj', 'daum.net', '기독교']: 1.194

['5377', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1954******', '*********', '*************', 'naver.com', '기독교']
=> ['5377', '이석협', '여성', '158.9', '56.0', 'A형', '1954-05-13', '5657-0606', 'uungx08mku', 'naver.com', '기독교']: 1.2408
=> ['583', '신희협', '여성', '158.7', '53.6', 'A형', '1959-04-22', '7789-6816', 'hcqpmnukngvg', 'naver.com', '기독교']: 1.2391

['5378', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1959******', '*********', '*************', 'gmail.com', '무교']
=> ['93', '이준덕', '남성', '170.7', '69.3', 'O형', '1951-01-21', '8905-7153', 'tluk3d', 'gmail.com', '무교']: 1.4511
=> ['4221', '신영영', '남성', '170.9', '69.1', 'O형', '1959-08-23', '0416-5633', 'okhcwut8d', 'gmail.com', '무교']: 1.4528

['5379', '***', '남성', '180.0~190.0', '60.0~70.0', 'O형', '1963******', '*********', '*************', 'naver.com', '무교']
=> ['5379', '임우상', '남성', '180.7', '60.2', 'O형', '1963-03-31', '8765-0802', 'tjjzued3g', 'naver.com', '무교']: 1.4348
=> ['3438', '김지진', '남성', '176.1', '67.8', 'O형', '1963-07-29', '1931-4282', 'tkasqe', 'naver.com', '무교']: 1.4347

['5380', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1991******', '*********', '*************', 'gmail.com', '불교']
=> ['5380', '임우영', '여성', '159.6', '58.6', 'B형', '1991-04-12', '9187-0455', 'etp6c0g6', 'gmail.com', '불교']: 1.2019
=> ['989', '송서종', '여성', '158.7', '56.7', 'B형', '1971-11-22', '3487-4315', 'c9boxbjfw', 'gmail.com', '불교']: 1.2001

['5381', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1969******', '*********', '*************', 'yahoo.com', '무교']
=> ['145', '안택영', '남성', '166.9', '61.3', 'A형', '1969-10-23', '8067-0844', 'el5sxbix', 'yahoo.com', '무교']: 1.5203
=> ['350', '이현성', '남성', '167.4', '62.6', 'A형', '1949-05-02', '5332-2863', 'crcbbp0eu4c', 'yahoo.com', '무교']: 1.5189

['5382', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 0.7231

['5383', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1986******', '*********', '*************', 'daum.net', '무교']
=> ['206', '김훈서', '남성', '177.7', '65.6', 'O형', '1976-11-15', '8083-0964', 'trzp44', 'daum.net', '무교']: 1.4485
=> ['5383', '이지정', '남성', '178.9', '65.8', 'O형', '1986-01-10', '1590-9495', 'sk1fdknbwt7', 'daum.net', '무교']: 1.4502

['5384', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 0.7292

['5385', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1965******', '*********', '*************', 'naver.com', '무교']
=> ['154', '김준진', '여성', '151.3', '55.0', 'A형', '1965-03-01', '6906-4498', 'mis5bq6j1iinv', 'naver.com', '무교']: 1.5037
=> ['999', '최협진', '여성', '154.7', '57.8', 'A형', '1967-04-26', '6994-1976', 'e4zn9mjb4cb6f', 'naver.com', '무교']: 1.502

['5386', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1994******', '*********', '*************', 'yahoo.com', '기독교']
=> ['5386', '윤남석', '여성', '151.7', '58.8', 'O형', '1994-11-19', '5484-8266', 'wc03mg77qu', 'yahoo.com', '기독교']: 1.1895
=> ['797', '양우남', '여성', '159.2', '58.3', 'O형', '1991-10-06', '4467-5295', 'zodz8558', 'yahoo.com', '기독교']: 1.1879

['5387', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1981******', '*********', '*************', 'daum.net', '천주교']
=> ['5387', '박상덕', '여성', '150.4', '56.2', 'B형', '1981-04-12', '3132-1495', 'hvfq8xwhwmv', 'daum.net', '천주교']: 1.0235
=> ['867', '김성훈', '여성', '153.3', '54.8', 'B형', '1975-04-28', '9599-5319', 'lwzyojz', 'daum.net', '천주교']: 1.02
=> ['9624', '진협준', '여성', '150.1', '54.0', 'B형', '1989-11-06', '6073-3589', 'nw4y3k', 'daum.net', '천주교']: 1.0217

['5388', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 0.4935

['5389', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1986******', '*********', '*************', 'daum.net', '무교']
=> ['482', '오준준', '남성', '168.7', '60.9', 'A형', '1986-03-30', '1653-5797', 'zoq58jrn7xedv', 'daum.net', '무교']: 1.5127
=> ['1219', '최영훈', '남성', '167.3', '64.2', 'A형', '1946-01-18', '8424-0334', 'vq1aoqkjh65', 'daum.net', '무교']: 1.5109

['5390', '***', '여성', '160.0~170.0', '50.0~60.0', 'O형', '1970******', '*********', '*************', 'naver.com', '기독교']
=> ['1201', '장정종', '여성', '160.7', '55.2', 'O형', '1971-12-18', '6035-8786', 'kcttzoclb4j', 'naver.com', '기독교']: 1.1827
=> ['5390', '이택지', '여성', '160.7', '54.5', 'O형', '1970-07-25', '4359-7010', 'o6c2ivmtj2', 'naver.com', '기독교']: 1.1844

['5391', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1951******', '*********', '*************', 'naver.com', '불교']
=> ['501', '한준지', '여성', '155.3', '54.5', 'B형', '1971-04-08', '9835-3535', 'b9gn5mc', 'naver.com', '불교']: 1.2019
=> ['5391', '이영희', '여성', '158.5', '51.1', 'B형', '1951-08-22', '2282-3812', 'm6yn6c7xtgj', 'naver.com', '불교']: 1.2036

['5392', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1959******', '*********', '*************', 'gmail.com', '기독교']
=> ['4875', '이종진', '남성', '170.6', '64.5', 'A형', '1959-02-22', '3217-7685', 'j2qjosdho', 'gmail.com', '기독교']: 1.2526
=> ['2877', '임덕은', '남성', '169.7', '67.8', 'A형', '1949-07-04', '1656-9552', 'b9gea6sbv2p9', 'gmail.com', '기독교']: 1.2509

['5393', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1993******', '*********', '*************', 'yahoo.com', '무교']
=> ['5393', '안택현', '남성', '172.8', '68.2', 'O형', '1993-10-31', '8443-1415', 'ycs5wtf8qpkiz', 'yahoo.com', '무교']: 1.4582
=> ['78', '홍지정', '남성', '173.9', '64.1', 'O형', '1990-05-30', '9519-7040', 'p7nyv5w', 'yahoo.com', '무교']: 1.4566

['5394', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1974******', '*********', '*************', 'naver.com', '불교']
=> ['556', '백정협', '남성', '175.6', '68.8', 'B형', '1964-09-21', '8776-5468', 'v3oscaz7i5ykq', 'naver.com', '불교']: 1.2082
=> ['3440', '한정훈', '남성', '172.3', '66.7', 'B형', '1974-04-09', '1770-9688', 'v3xad8b0', 'naver.com', '불교']: 1.2099

['5395', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1980******', '*********', '*************', 'naver.com', '불교']
=> ['2410', '강상서', '남성', '169.8', '62.7', 'O형', '1980-03-10', '9792-5575', 'kzqo032pj2s4', 'naver.com', '불교']: 1.2314
=> ['565', '김준훈', '남성', '166.9', '66.6', 'O형', '1989-03-19', '0582-0373', 'izr5psmm6lqv', 'naver.com', '불교']: 1.2298

['5396', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1978******', '*********', '*************', 'daum.net', '불교']
=> ['388', '박정협', '남성', '175.7', '64.1', 'A형', '1973-06-03', '0602-7779', 'cjxsi6fe87pj', 'daum.net', '불교']: 1.2741
=> ['1750', '신희희', '남성', '173.6', '65.1', 'A형', '1978-07-03', '9904-4598', 'mj7a3mbs', 'daum.net', '불교']: 1.2758

['5397', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1982******', '*********', '*************', 'gmail.com', '무교']
=> ['4067', '이남협', '여성', '153.3', '59.6', 'A형', '1982-09-24', '2661-9028', 'tkm78sl', 'gmail.com', '무교']: 1.5021
=> ['278', '박진진', '여성', '150.2', '54.0', 'A형', '1952-09-20', '2432-4345', 'j41eob8', 'gmail.com', '무교']: 1.5004

['5398', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1995******', '*********', '*************', 'gmail.com', '무교']
=> ['5398', '최성진', '여성', '154.2', '54.5', 'A형', '1995-04-16', '4909-7496', 'iu6wwtffnst', 'gmail.com', '무교']: 1.5017
=> ['847', '김은우', '여성', '159.3', '58.1', 'A형', '1996-06-26', '7986-2602', 'uueyk1bb0', 'gmail.com', '무교']: 1.5

['5399', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 0.7231

['5400', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1981******', '*********', '*************', 'yahoo.com', '기독교']
=> ['3560', '김용희', '여성', '160.5', '60.2', 'B형', '1984-12-29', '8053-2675', 'gih89n5xi2ha', 'yahoo.com', '기독교']: 1.1731
=> ['5400', '이현종', '여성', '153.6', '55.7', 'B형', '1981-07-10', '1364-3475', 'cmzy2krd', 'yahoo.com', '기독교']: 1.1749

['5401', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1961******', '*********', '*************', 'daum.net', '무교']
=> ['221', '임석우', '남성', '172.2', '61.8', 'O형', '1961-11-28', '8716-9509', 't94uf26mxf6r', 'daum.net', '무교']: 1.4503
=> ['344', '양택희', '남성', '173.7', '69.1', 'O형', '1991-07-19', '4995-5523', 'ekys8glgg1z', 'daum.net', '무교']: 1.4485

['5402', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1963******', '*********', '*************', 'naver.com', '무교']
=> ['5402', '백훈석', '남성', '178.0', '64.9', 'A형', '1963-05-26', '0085-0330', 'qi062d7n51kj', 'naver.com', '무교']: 1.5095
=> ['1404', '이석택', '남성', '174.5', '63.6', 'A형', '1993-02-16', '5994-7694', 'oyk0vkjt4gfr', 'naver.com', '무교']: 1.5079

['5403', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1980******', '*********', '*************', 'yahoo.com', '무교']
=> ['2359', '김협남', '여성', '154.1', '50.5', 'B형', '1980-05-12', '9542-4624', 'h17sb774', 'yahoo.com', '무교']: 1.4367
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.4352

['5404', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1976******', '*********', '*************', 'gmail.com', '기독교']
=> ['5404', '권협준', '남성', '170.0', '66.2', 'B형', '1976-04-03', '7404-9353', 'uir0lmrmtw22l', 'gmail.com', '기독교']: 1.174
=> ['1167', '김석종', '남성', '178.4', '68.5', 'B형', '1996-12-12', '5147-5221', 'cc0iz8n', 'gmail.com', '기독교']: 1.1724

['5405', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1974******', '*********', '*************', 'gmail.com', '천주교']
=> ['973', '엄덕협', '여성', '152.2', '50.6', 'A형', '1995-04-24', '2004-8741', 'tykguplwyjx5', 'gmail.com', '천주교']: 1.0934
=> ['420', '정지준', '여성', '160.3', '57.5', 'A형', '1964-11-14', '5720-5593', 'ax29uclbd', 'gmail.com', '천주교']: 1.0951
=> ['357', '석은지', '여성', '154.9', '56.3', 'A형', '1974-12-12', '8704-2545', 'g77h89zjndje', 'gmail.com', '천주교']: 1.0969

['5406', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1978******', '*********', '*************', 'yahoo.com', '무교']
=> ['1914', '최성덕', '남성', '174.0', '70.1', 'O형', '1978-04-21', '9016-7896', 'h2op239', 'yahoo.com', '무교']: 1.4588
=> ['803', '조용준', '남성', '170.3', '63.0', 'O형', '1977-08-08', '7727-6838', 'od5cndru8j', 'yahoo.com', '무교']: 1.4571

['5407', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1967******', '*********', '*************', 'naver.com', '무교']
=> ['3747', '김남지', '남성', '160.2', '63.9', 'O형', '1967-03-09', '7601-1398', 'flg0wbgy40kz7', 'naver.com', '무교']: 1.4625
=> ['54', '이정정', '남성', '170.1', '67.5', 'O형', '1961-01-03', '0552-0116', 'nlpdun4wf', 'naver.com', '무교']: 1.4606

['5408', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 0.4908

['5409', '***', '여성', '150.0~160.0', '60.0~70.0', 'O형', '1996******', '*********', '*************', 'yahoo.com', '불교']
=> ['4299', '박남용', '여성', '158.0', '60.7', 'O형', '1996-09-17', '7338-3878', 'b3dtvjxr', 'yahoo.com', '불교']: 1.2241
=> ['4636', '서택진', '여성', '158.7', '62.6', 'O형', '1962-02-05', '2860-6566', 'mm0vcvmk', 'yahoo.com', '불교']: 1.221
=> ['4895', '박협준', '여성', '148.1', '60.2', 'O형', '1970-02-04', '0961-7027', 'k9dcc8', 'yahoo.com', '불교']: 1.1934

['5410', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1994******', '*********', '*************', 'daum.net', '무교']
=> ['5410', '김우진', '여성', '150.7', '56.8', 'B형', '1994-03-05', '7905-2802', 'h74g5ujfsqs7k', 'daum.net', '무교']: 1.4281
=> ['680', '박종준', '여성', '156.8', '59.4', 'B형', '1996-03-01', '8802-4575', 'ftx0lhe5ea15p', 'daum.net', '무교']: 1.4265

['5411', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1983******', '*********', '*************', 'daum.net', '불교']
=> ['4547', '심준훈', '여성', '151.1', '59.2', 'O형', '1983-07-02', '0812-6808', 'nerxr1', 'daum.net', '불교']: 1.214
=> ['892', '박지우', '여성', '158.3', '51.4', 'O형', '1973-12-23', '0808-5382', 'ysj0qlh257wb', 'daum.net', '불교']: 1.2124

['5412', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 0.7292

['5413', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1975******', '*********', '*************', 'daum.net', '불교']
=> ['85', '권석진', '남성', '164.0', '62.6', 'A형', '1971-04-19', '6569-2194', 'ygm6j9', 'daum.net', '불교']: 1.2817
=> ['5413', '박택종', '남성', '160.6', '65.9', 'A형', '1975-10-22', '3387-5480', 'izl0zzaq7', 'daum.net', '불교']: 1.2835

['5414', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1995******', '*********', '*************', 'daum.net', '무교']
=> ['1690', '김덕훈', '남성', '174.0', '64.5', 'B형', '1992-08-26', '9359-8994', 'xonm6bmdz4', 'daum.net', '무교']: 1.4328
=> ['5414', '김남준', '남성', '178.7', '66.1', 'B형', '1995-12-13', '2845-1285', 't86csj', 'daum.net', '무교']: 1.4345

['5415', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1975******', '*********', '*************', 'daum.net', '무교']
=> ['354', '조현덕', '여성', '160.7', '53.3', 'A형', '1976-10-10', '3131-2374', 'jj4zjom3svr', 'daum.net', '무교']: 1.498
=> ['5415', '노정정', '여성', '150.3', '59.9', 'A형', '1975-01-21', '9677-5786', 've0vedyka3', 'daum.net', '무교']: 1.4999

['5416', '***', '남성', '160.0~170.0', '70.0~80.0', 'A형', '1962******', '*********', '*************', 'naver.com', '무교']
=> ['1790', '김상진', '남성', '166.6', '71.1', 'A형', '1992-04-08', '7744-1942', 'ud5kg33lgp4', 'naver.com', '무교']: 1.4835
=> ['5416', '김현훈', '남성', '164.5', '74.9', 'A형', '1962-11-05', '3333-4520', 'ivc0od', 'naver.com', '무교']: 1.4852

['5417', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 0.7231

['5418', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1956******', '*********', '*************', 'daum.net', '무교']
=> ['465', '김남지', '남성', '170.6', '70.1', 'A형', '1953-01-01', '6587-7320', 's5e0w8', 'daum.net', '무교']: 1.5035
=> ['1587', '손택덕', '남성', '174.3', '66.0', 'A형', '1956-07-04', '4989-0937', 'crfwwk8h', 'daum.net', '무교']: 1.5052

['5419', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1984******', '*********', '*************', 'naver.com', '불교']
=> ['257', '전정상', '여성', '151.4', '57.4', 'O형', '1983-03-29', '2966-7602', 'vct83nq', 'naver.com', '불교']: 1.2178
=> ['3115', '김지서', '여성', '156.6', '57.2', 'O형', '1984-05-31', '7361-0543', 'xgm2xv88o2', 'naver.com', '불교']: 1.2197

['5420', '***', '여성', '150.0~160.0', '50.0~60.0', 'AB형', '1987******', '*********', '*************', 'yahoo.com', '무교']
=> ['5201', '김현준', '여성', '155.4', '56.9', 'AB형', '1987-12-14', '8414-3818', 'y2afcrynypf39', 'yahoo.com', '무교']: 1.2903
=> ['830', '박지협', '여성', '158.7', '59.0', 'AB형', '1982-09-18', '0656-5849', 'tw8fxnnp7', 'yahoo.com', '무교']: 1.2885

['5421', '***', '남성', '170.0~180.0', '60.0~70.0', 'AB형', '1953******', '*********', '*************', 'daum.net', '불교']
=> ['5421', '이준준', '남성', '173.5', '62.0', 'AB형', '1953-05-28', '2627-6118', 'v9fw2emolft', 'daum.net', '불교']: 1.0571
=> ['398', '김성서', '남성', '173.7', '67.2', 'AB형', '1954-07-04', '0806-1440', 'bc3vl5aopw', 'daum.net', '불교']: 1.0555

['5422', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1979******', '*********', '*************', 'daum.net', '무교']
=> ['805', '정종용', '여성', '156.6', '56.7', 'O형', '1970-12-02', '3995-4901', 'r5wwhtbnyy7u', 'daum.net', '무교']: 1.4415
=> ['190', '김우택', '여성', '153.3', '52.6', 'O형', '1979-10-23', '3147-6713', 'a0y5lixjp2k9', 'daum.net', '무교']: 1.443

['5423', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1978******', '*********', '*************', 'naver.com', '무교']
=> ['17', '성훈현', '남성', '173.0', '66.0', 'O형', '1978-09-26', '0448-3312', 'cvhp5rrvai', 'naver.com', '무교']: 1.4545
=> ['43', '조상훈', '남성', '177.5', '67.7', 'O형', '1976-02-21', '7088-3788', 'e22deq', 'naver.com', '무교']: 1.4528

['5424', '***', '남성', '170.0~180.0', '70.0~80.0', 'A형', '1985******', '*********', '*************', 'gmail.com', '천주교']
=> ['3548', '조영준', '남성', '177.0', '63.5', 'A형', '1980-12-02', '9437-0503', 'uzip7muieqmh', 'gmail.com', '천주교']: 1.064
=> ['518', '전준희', '남성', '176.5', '71.2', 'A형', '1996-03-31', '1229-2089', 'gda03r8zebrm', 'gmail.com', '천주교']: 1.067
=> ['2342', '이진우', '남성', '171.1', '72.4', 'A형', '1988-09-04', '7944-8392', 'e78yo4c', 'gmail.com', '천주교']: 1.0683
=> ['5424', '김상현', '남성', '172.4', '77.6', 'A형', '1985-05-01', '7775-8848', 'lyi2fvhufhdix', 'gmail.com', '천주교']: 1.0696

['5425', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1959******', '*********', '*************', 'naver.com', '무교']
=> ['111', '이남은', '남성', '174.0', '67.0', 'A형', '1951-09-14', '3086-9624', 'f3qtf67', 'naver.com', '무교']: 1.5083
=> ['455', '박성지', '남성', '177.6', '66.7', 'A형', '1959-10-25', '8831-9839', 'gkw0xm1fz0w', 'naver.com', '무교']: 1.51

['5426', '***', '남성', '160.0~170.0', '70.0~80.0', 'A형', '1946******', '*********', '*************', 'naver.com', '무교']
=> ['5426', '김준훈', '남성', '166.1', '71.6', 'A형', '1946-12-05', '2589-1770', 'ctbaf0', 'naver.com', '무교']: 1.4854
