['1', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4926', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4927', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4928', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['4929', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['4930', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4931', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['4932', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '천주교']
=> ['61', '김석지', '남성', '167.5', '69.9', 'B형', '1968-11-13', '4637-4299', 'ko9ngcku5a5gv', 'naver.com', '천주교']: 1.6804

['4933', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['4934', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4935', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4936', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4937', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['4938', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['4939', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['4940', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4941', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['4942', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4943', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['4944', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['4945', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['4946', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '천주교']
=> ['4', '최준진', '여성', '161.5', '53.3', 'A형', '1952-05-10', '3171-9306', 'd5gl47akoqk6o', 'yahoo.com', '천주교']: 1.6761

['4947', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4948', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4949', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4950', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['4951', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4952', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4953', '김**', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1990******', '*********', '*************', 'daum.net', '무교']
=> ['3011', '김종택', '남성', '163.8', '70.9', 'O형', '1992-05-20', '9691-4076', 'vzme6lelzj1ts', 'daum.net', '무교']: 3.9007
=> ['3196', '김종석', '남성', '166.7', '63.5', 'O형', '1990-04-12', '8689-6277', 'iezb6gb', 'daum.net', '무교']: 4.0002
=> ['4095', '김은지', '남성', '172.0', '65.5', 'O형', '1960-12-05', '0550-3619', 'qhszuza', 'daum.net', '무교']: 3.8145

['4954', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4955', '이**', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1962******', '*********', '*************', 'gmail.com', '기독교']
=> ['4955', '이현택', '남성', '169.8', '65.2', 'B형', '1962-09-09', '8344-6155', 'vcgwov', 'gmail.com', '기독교']: 4.2859
=> ['7148', '이서우', '남성', '177.1', '66.7', 'B형', '1962-11-17', '3457-4446', 'r95oy8h64r', 'gmail.com', '기독교']: 4.1998
=> ['3556', '이종택', '남성', '166.3', '65.1', 'B형', '1972-05-08', '3822-6430', 'ytbnqkmklckdw', 'gmail.com', '기독교']: 4.1865

['4956', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['4957', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4958', '김**', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1991******', '*********', '*************', 'gmail.com', '기독교']
=> ['6876', '김상성', '남성', '174.0', '63.9', 'A형', '1994-02-02', '8657-7262', 'd8d16w7wn', 'gmail.com', '기독교']: 4.1392
=> ['236', '김상지', '남성', '171.9', '67.3', 'A형', '1965-01-07', '8363-2439', 'bdosf6', 'gmail.com', '기독교']: 4.0396
=> ['4958', '김지훈', '남성', '175.6', '64.6', 'A형', '1991-07-23', '3367-9752', 'uorbte2ltk', 'gmail.com', '기독교']: 4.2387
=> ['5310', '김협영', '남성', '163.3', '63.7', 'A형', '1990-07-24', '2385-7219', 'em14szujeji', 'gmail.com', '기독교']: 4.0525

['4959', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4960', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['4961', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['4962', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['4963', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4964', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4965', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['4966', '이**', '여성', '160.0~170.0', '50.0~60.0', 'O형', '1957******', '*********', '*************', 'naver.com', '무교']
=> ['610', '이준훈', '여성', '150.0', '53.5', 'O형', '1952-12-27', '9879-6804', 'szgh1usxm', 'naver.com', '무교']: 3.814
=> ['4966', '이남석', '여성', '166.4', '55.0', 'O형', '1957-10-04', '5446-0319', 'r0nfex', 'naver.com', '무교']: 3.9998

['4967', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4968', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['4969', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['4970', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4971', '정**', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1970******', '*********', '*************', 'gmail.com', '불교']
=> ['4971', '정진준', '여성', '155.6', '56.2', 'O형', '1970-05-22', '4015-7617', 'tmrpkbfiv', 'gmail.com', '불교']: 4.243
=> ['4835', '정우훈', '여성', '153.6', '51.5', 'O형', '1948-11-26', '0281-4792', 'mavidk8u85koj', 'gmail.com', '불교']: 4.0441
=> ['311', '박정현', '여성', '171.9', '57.0', 'O형', '1970-02-28', '9254-0502', 'd0wsvgfzx2yp', 'gmail.com', '불교']: 3.8286
=> ['1678', '정남택', '여성', '164.3', '50.6', 'O형', '1982-09-19', '3141-0611', 'ukcpx9', 'gmail.com', '불교']: 3.9613

['4972', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4973', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['4974', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4975', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['4976', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4977', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['4978', '이**', '여성', '160.0~170.0', '50.0~60.0', 'O형', '1995******', '*********', '*************', 'yahoo.com', '무교']
=> ['6361', '이택지', '여성', '147.7', '51.5', 'O형', '1995-06-26', '2008-2781', 'zwb7d1u0', 'yahoo.com', '무교']: 3.9087
=> ['4978', '이상성', '여성', '164.0', '53.9', 'O형', '1995-10-28', '0272-6032', 'g2xhrq0', 'yahoo.com', '무교']: 3.9949
=> ['7383', '이서협', '여성', '157.7', '55.4', 'O형', '1985-05-04', '7606-8656', 'nowylrzvpg', 'yahoo.com', '무교']: 3.8092

['4979', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4980', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['4981', '최**', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1954******', '*********', '*************', 'naver.com', '기독교']
=> ['5693', '최영지', '여성', '159.5', '54.1', 'B형', '1987-02-19', '5942-6391', 'ex45dnxrmwuc9', 'naver.com', '기독교']: 4.0848
=> ['7107', '최진종', '여성', '160.7', '62.4', 'B형', '1965-01-08', '7607-6336', 'bel79tgv1yg', 'naver.com', '기독교']: 4.003
=> ['4981', '최지훈', '여성', '152.1', '54.0', 'B형', '1954-03-14', '2211-5361', 'n9dkcov', 'naver.com', '기독교']: 4.284
=> ['4294', '유훈상', '여성', '158.0', '60.3', 'B형', '1954-11-30', '2231-7530', 'mu8i8jgxhbtx', 'naver.com', '기독교']: 3.9523
=> ['8768', '최훈종', '여성', '153.8', '53.6', 'B형', '1956-07-07', '6346-3762', 'xd9qz3c', 'naver.com', '기독교']: 4.1844

['4982', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['4983', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['4984', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4985', '김**', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1961******', '*********', '*************', 'gmail.com', '불교']
=> ['4985', '김영훈', '남성', '174.1', '63.7', 'B형', '1961-08-08', '7119-8249', 'pdog9h', 'gmail.com', '불교']: 4.2367
=> ['5297', '김진택', '남성', '179.1', '64.0', 'B형', '1974-06-12', '7404-0703', 'k3m3bowqon5j', 'gmail.com', '불교']: 4.0375
=> ['4948', '김지현', '남성', '171.5', '73.4', 'B형', '1965-04-08', '5438-8848', 'ymxts1bhxt', 'gmail.com', '불교']: 4.0541
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 4.1371

['4986', '김**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1988******', '*********', '*************', 'daum.net', '무교']
=> ['4986', '김협남', '여성', '151.8', '55.4', 'A형', '1988-10-03', '8515-2219', 'h2nn210lr', 'daum.net', '무교']: 3.9617
=> ['9371', '김성정', '여성', '149.1', '57.4', 'A형', '1988-11-02', '4195-7704', 'v0a21hy5', 'daum.net', '무교']: 3.8788
=> ['1556', '김남훈', '여성', '153.6', '59.7', 'A형', '1958-10-29', '7792-4107', 'jz6loyyxxkys', 'daum.net', '무교']: 3.862

['4987', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['4988', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['4989', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['4990', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4991', '김**', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1963******', '*********', '*************', 'naver.com', '무교']
=> ['389', '김훈준', '남성', '173.4', '68.7', 'O형', '1966-07-03', '8515-2013', 'jzvk5zzwh5e4', 'naver.com', '무교']: 3.8972
=> ['3438', '김지진', '남성', '176.1', '67.8', 'O형', '1963-07-29', '1931-4282', 'tkasqe', 'naver.com', '무교']: 3.9968

['4992', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['4993', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '천주교']
=> ['30', '안준용', '여성', '155.5', '53.3', 'B형', '1960-03-17', '5836-7474', 'zuabo7c7', 'gmail.com', '천주교']: 1.6822

['4994', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4995', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['4996', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4997', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['4998', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '천주교']
=> ['4', '최준진', '여성', '161.5', '53.3', 'A형', '1952-05-10', '3171-9306', 'd5gl47akoqk6o', 'yahoo.com', '천주교']: 1.6761

['4999', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['5000', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['5001', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['5002', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['5003', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '천주교']
=> ['4', '최준진', '여성', '161.5', '53.3', 'A형', '1952-05-10', '3171-9306', 'd5gl47akoqk6o', 'yahoo.com', '천주교']: 1.6761

['5004', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['5005', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['5006', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['5007', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '천주교']
=> ['30', '안준용', '여성', '155.5', '53.3', 'B형', '1960-03-17', '5836-7474', 'zuabo7c7', 'gmail.com', '천주교']: 1.6822

['5008', '김**', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1975******', '*********', '*************', 'yahoo.com', '무교']
=> ['2900', '김용진', '남성', '174.1', '61.3', 'O형', '1975-01-30', '0749-2107', 'br0db8', 'yahoo.com', '무교']: 3.9053
