['6890', '이**', '여성', '[150.0, 160.0[', '[40.3, 50.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '무교', '그리스도대학교', '법학', '3.27']
=> ['87574', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1989****', '*************', '*************', 'daum.net', '불교', '스탠다드(제일)', '045-16-487948', '4']: 9.875

['15828', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'gmail.com', '무교', '광운대학교', '인문', '1.3']
=> ['72551', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1954****', '*************', '*************', 'gmail.com', '무교', '새마을금고', '4-67874580312-1', '8']: 9.875
=> ['88622', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'daum.net', '천주교', '외환은행', '308-963089-330', '5']: 9.875

['29759', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'daum.net', '천주교', '한국외국어대학교', '의학', '3.04']
=> ['62022', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'daum.net', '천주교', '국민은행', '998408-82-935510', '4']: 9.75

['73384', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'naver.com', '기독교', '덕성자대학교', '자연', '0.59']
=> ['30210', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1949****', '*************', '*************', 'naver.com', '기독교', '신한은행', '497-181-149091', '3']: 9.875
=> ['24274', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1979****', '*************', '*************', 'yahoo.com', '천주교', '한국씨티은행', '996-499367-686', '4']: 9.875
=> ['12034', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'yahoo.com', '기독교', 'NH농협', '308-1969-286-61', '1']: 9.875

['84452', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'daum.net', '불교', '상명대학교', '사회', '2.15']
=> ['3870', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'daum.net', '불교', '스탠다드(제일)', '199-69-839094', '5']: 9.875

['9036', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'gmail.com', '무교', '성균관대학교', '공학', '0.58']
=> ['9036', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'gmail.com', '무교', '기업은행', '930-121817-43-794', '6']: 10.0

['32361', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'daum.net', '무교', 'KAIST', '법학', '4.35']
=> ['60969', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1988****', '*************', '*************', 'yahoo.com', '기독교', '국민은행', '293887-24-556593', '5']: 9.75
=> ['44181', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'daum.net', '무교', '국민은행', '732464-52-227070', '1']: 9.75
=> ['48238', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'naver.com', '천주교', '국민은행', '074839-83-396113', '9']: 9.75
=> ['76640', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1963****', '*************', '*************', 'daum.net', '기독교', '외환은행', '948-707214-934', '5']: 9.75
=> ['15210', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1963****', '*************', '*************', 'yahoo.com', '무교', '국민은행', '353442-62-433238', '4']: 9.75
=> ['27437', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1987****', '*************', '*************', 'naver.com', '불교', '수협중앙회', '9943-6298-3424', '7']: 9.75
=> ['97576', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1977****', '*************', '*************', 'daum.net', '천주교', '스탠다드(제일)', '624-17-824928', '1']: 9.75

['52325', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'daum.net', '무교', '장로회신학대학교', '공학', '2.88']
=> ['87738', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'daum.net', '무교', '스탠다드(제일)', '910-72-307650', '3']: 9.875

['53103', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'gmail.com', '무교', '숭실대학교', '인문', '2.44']
=> ['9036', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'gmail.com', '무교', '기업은행', '930-121817-43-794', '6']: 10.0

['68218', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'gmail.com', '무교', '숭실대학교', '인문', '2.08']
=> ['9036', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'gmail.com', '무교', '기업은행', '930-121817-43-794', '6']: 10.0

['80564', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'gmail.com', '무교', '고려대학교', '예체능', '2.27']
=> ['32115', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1949****', '*************', '*************', 'gmail.com', '무교', '한국씨티은행', '327-047222-299', '5']: 9.875
=> ['54925', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '기독교', '외환은행', '751-018789-554', '5']: 9.875
=> ['50169', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1951****', '*************', '*************', 'gmail.com', '기독교', '기업은행', '454-076878-88-657', '4']: 9.875
=> ['73993', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'yahoo.com', '불교', '기업은행', '485-043617-28-920', '2']: 9.875
=> ['77483', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1979****', '*************', '*************', 'yahoo.com', '무교', '한국씨티은행', '050-768053-738', '1']: 9.875

['93509', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '무교', '감리교신학대학교', '공학', '2.73']
=> ['48702', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1989****', '*************', '*************', 'yahoo.com', '무교', '국민은행', '712799-21-095404', '8']: 9.875

['6373', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'gmail.com', '기독교', '한영신학대학교', '사회', '4.28']
=> ['42545', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1962****', '*************', '*************', 'gmail.com', '기독교', '국민은행', '690146-25-965433', '4']: 9.875

['44249', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'yahoo.com', '무교', '서울시립대학교', '예체능', '3.28']
=> ['15520', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'yahoo.com', '무교', '기업은행', '521-164554-64-889', '9']: 10.0

['62399', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'yahoo.com', '기독교', '경희대학교', '법학', '1.78']
=> ['67884', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1950****', '*************', '*************', 'yahoo.com', '기독교', '국민은행', '012034-94-313227', '4']: 9.875
=> ['22269', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1966****', '*************', '*************', 'naver.com', '불교', '하나은행', '945-692634-14225', '3']: 9.875
=> ['15326', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1980****', '*************', '*************', 'daum.net', '무교', '국민은행', '987623-97-673326', '3']: 9.875
=> ['34909', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1980****', '*************', '*************', 'yahoo.com', '천주교', '한국씨티은행', '608-852508-932', '6']: 9.875

['66636', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'naver.com', '불교', '한국체육대학교', '공학', '0.53']
=> ['26881', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'naver.com', '불교', '새마을금고', '1-68969971836-0', '1']: 10.0

['77980', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'yahoo.com', '무교', 'KAIST', '의학', '3.59']
=> ['59873', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1990****', '*************', '*************', 'yahoo.com', '무교', '신한은행', '758-584-453114', '6']: 9.875

['85003', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'daum.net', '무교', '중앙대학교', '인문', '2.37']
=> ['7170', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1962****', '*************', '*************', 'daum.net', '무교', '우리은행', '6374-813-492919', '4']: 9.875
=> ['35865', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1964****', '*************', '*************', 'naver.com', '천주교', '스탠다드(제일)', '987-43-390769', '9']: 9.875

['85440', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'yahoo.com', '불교', '홍익대학교', '인문', '3.36']
=> ['55781', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1950****', '*************', '*************', 'yahoo.com', '불교', '수협중앙회', '6506-3543-8171', '9']: 9.375

['91879', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'yahoo.com', '불교', '한국외국어대학교', '사회', '3.88']
=> ['54812', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1974****', '*************', '*************', 'yahoo.com', '불교', '하나은행', '852-865736-03129', '1']: 9.75
=> ['14179', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1981****', '*************', '*************', 'daum.net', '무교', '외환은행', '900-639914-608', '5']: 9.75
=> ['62951', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'yahoo.com', '불교', '국민은행', '526843-91-538075', '1']: 9.75
=> ['9093', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1992****', '*************', '*************', 'daum.net', '무교', '한국씨티은행', '907-019111-172', '7']: 9.75

['10276', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'daum.net', '불교', '가톨릭대학교', '인문', '0.81']
=> ['50438', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1964****', '*************', '*************', 'daum.net', '불교', '우리은행', '5981-132-767541', '6']: 9.875

['16194', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'yahoo.com', '무교', '이화여자대학', '자연', '2.13']
=> ['41970', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'yahoo.com', '무교', '기업은행', '482-227774-08-344', '3']: 10.0

['27839', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1960****', '*************', '*************', 'naver.com', '기독교', '장로회신학대학교', '사회', '1.03']
=> ['79418', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1988****', '*************', '*************', 'daum.net', '기독교', '수협중앙회', '4699-2843-8316', '8']: 9.75
=> ['45999', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'yahoo.com', '천주교', '하나은행', '253-757990-98996', '8']: 9.75
=> ['21818', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1948****', '*************', '*************', 'naver.com', '기독교', 'NH농협', '633-8067-278-54', '4']: 9.75

['55568', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'yahoo.com', '기독교', '성신여자대학교', '사회', '0.23']
=> ['27878', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1970****', '*************', '*************', 'yahoo.com', '기독교', '수협중앙회', '4574-1640-7757', '4']: 9.875
=> ['47097', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1980****', '*************', '*************', 'gmail.com', '무교', 'NH농협', '885-5278-583-05', '7']: 9.875

['65438', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'gmail.com', '불교', '한국체육대학교', '의학', '3.24']
=> ['35838', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'gmail.com', '불교', '신한은행', '627-197-714301', '5']: 10.0

['66096', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'yahoo.com', '무교', '성신여자대학교', '의학', '3.19']
=> ['41970', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'yahoo.com', '무교', '기업은행', '482-227774-08-344', '3']: 10.0

['6010', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'daum.net', '불교', '덕성자대학교', '의학', '0.7']
=> ['43658', '문**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'gmail.com', '무교', '국민은행', '679331-80-254907', '2']: 9.75
=> ['76476', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1949****', '*************', '*************', 'daum.net', '불교', '국민은행', '424897-13-065393', '6']: 9.75
=> ['5291', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1953****', '*************', '*************', 'naver.com', '불교', 'NH농협', '900-3361-009-14', '4']: 9.75

['6015', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1960****', '*************', '*************', 'gmail.com', '불교', '동덕여자대학교', '법학', '2.75']
=> ['1648', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1969****', '*************', '*************', 'naver.com', '무교', '신한은행', '562-441-281653', '6']: 9.5417
=> ['61048', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1967****', '*************', '*************', 'gmail.com', '불교', '신한은행', '721-891-509155', '1']: 9.5417

['40112', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'naver.com', '무교', '그리스도대학교', '자연', '0.33']
=> ['71125', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1962****', '*************', '*************', 'naver.com', '무교', '수협중앙회', '9133-2682-6362', '3']: 9.875

['78299', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'daum.net', '천주교', '숙명여자대학교', '사회', '3.81']
=> ['13093', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1969****', '*************', '*************', 'daum.net', '천주교', '한국씨티은행', '860-774952-569', '9']: 9.5417

['36347', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'daum.net', '무교', '한국예술종합학교', '사회', '2.85']
=> ['67321', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1951****', '*************', '*************', 'daum.net', '무교', '하나은행', '592-484193-42648', '7']: 9.4167

['36603', '이**', '남성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'gmail.com', '불교', '연세대학교', '법학', '3.5']
